geometry/coordinates/0,geometry/coordinates/1,geometry/type,properties/DatasetId,properties/VersionNumber,properties/ReleaseNumber,properties/RowId,properties/Attributes/global_id,properties/Attributes/RegisterID,properties/Attributes/Id,properties/Attributes/ObjectName,properties/Attributes/ObjectShortName,properties/Attributes/FacilityType,properties/Attributes/SportZoneName,properties/Attributes/SportZoneType,properties/Attributes/PropertyType,properties/Attributes/DepartamentalAffiliationType,properties/Attributes/DepartamentalAffiliation,properties/Attributes/AdmArea,properties/Attributes/District,properties/Attributes/Address,properties/Attributes/Email,properties/Attributes/WebSite,properties/Attributes/HelpPhone,properties/Attributes/HelpPhoneExtension,properties/Attributes/ObjectOperOrgName,properties/Attributes/ObjectOperOrgOgrn,properties/Attributes/ObjectOperOrgPhone,properties/Attributes/ObjectOperOrgPhoneExtension,properties/Attributes/ObjectOperOrgEmail,properties/Attributes/ObjectWorkingHours/0/global_id,properties/Attributes/ObjectWorkingHours/0/DayOfWeek,properties/Attributes/ObjectWorkingHours/0/Hours,properties/Attributes/ObjectWorkingHours/1/global_id,properties/Attributes/ObjectWorkingHours/1/DayOfWeek,properties/Attributes/ObjectWorkingHours/1/Hours,properties/Attributes/ObjectWorkingHours/2/global_id,properties/Attributes/ObjectWorkingHours/2/DayOfWeek,properties/Attributes/ObjectWorkingHours/2/Hours,properties/Attributes/ObjectWorkingHours/3/global_id,properties/Attributes/ObjectWorkingHours/3/DayOfWeek,properties/Attributes/ObjectWorkingHours/3/Hours,properties/Attributes/ObjectWorkingHours/4/global_id,properties/Attributes/ObjectWorkingHours/4/DayOfWeek,properties/Attributes/ObjectWorkingHours/4/Hours,properties/Attributes/ObjectWorkingHours/5/global_id,properties/Attributes/ObjectWorkingHours/5/DayOfWeek,properties/Attributes/ObjectWorkingHours/5/Hours,properties/Attributes/ObjectWorkingHours/6/global_id,properties/Attributes/ObjectWorkingHours/6/DayOfWeek,properties/Attributes/ObjectWorkingHours/6/Hours,properties/Attributes/ObjectClarificationOfWorkingHours,properties/Attributes/ObjectHasEquipmentRental,properties/Attributes/ObjectEquipmentRentalComments,properties/Attributes/ObjectHasTechService,properties/Attributes/ObjectTechServiceComments,properties/Attributes/ObjectHasDressingRoom,properties/Attributes/ObjectHasEatery,properties/Attributes/ObjectHasToilet,properties/Attributes/ObjectHasWifi,properties/Attributes/ObjectHasCashMachine,properties/Attributes/ObjectHasFirstAidPost,properties/Attributes/ObjectHasMusic,properties/Attributes/SportZoneLongitudeWGS84,properties/Attributes/SportZoneLatitudeWGS84,properties/Attributes/SportZoneUsagePeriodFrom,properties/Attributes/SportZoneUsagePeriodTo,properties/Attributes/SportZoneWorkingHours/0/global_id,properties/Attributes/SportZoneWorkingHours/0/DayOfWeek,properties/Attributes/SportZoneWorkingHours/0/Hours,properties/Attributes/SportZoneWorkingHours/1/global_id,properties/Attributes/SportZoneWorkingHours/1/DayOfWeek,properties/Attributes/SportZoneWorkingHours/1/Hours,properties/Attributes/SportZoneWorkingHours/2/global_id,properties/Attributes/SportZoneWorkingHours/2/DayOfWeek,properties/Attributes/SportZoneWorkingHours/2/Hours,properties/Attributes/SportZoneWorkingHours/3/global_id,properties/Attributes/SportZoneWorkingHours/3/DayOfWeek,properties/Attributes/SportZoneWorkingHours/3/Hours,properties/Attributes/SportZoneWorkingHours/4/global_id,properties/Attributes/SportZoneWorkingHours/4/DayOfWeek,properties/Attributes/SportZoneWorkingHours/4/Hours,properties/Attributes/SportZoneWorkingHours/5/global_id,properties/Attributes/SportZoneWorkingHours/5/DayOfWeek,properties/Attributes/SportZoneWorkingHours/5/Hours,properties/Attributes/SportZoneWorkingHours/6/global_id,properties/Attributes/SportZoneWorkingHours/6/DayOfWeek,properties/Attributes/SportZoneWorkingHours/6/Hours,properties/Attributes/SportZoneClarificationOfWorkingHours,properties/Attributes/SportZoneStatus,properties/Attributes/SportZoneArea,properties/Attributes/SportZoneLength,properties/Attributes/SportZoneWidth,properties/Attributes/SportZoneHasTribunes,properties/Attributes/SportZoneLighting,properties/Attributes/SportZoneSurfaceType,properties/Attributes/SportZonePaid,properties/Attributes/SportZonePaidComments,properties/Attributes/SportZoneHasMusic,properties/Attributes/SportZoneDisabilityFriendly,properties/Attributes/SportZoneEquipmentComments,properties/Attributes/Dataset,properties/Attributes/geoData/type,properties/Attributes/geoData/coordinates/0,properties/Attributes/geoData/coordinates/1,type,properties/Attributes/Photo/0
37.73554751163,55.631662116897,Point,1251,4,1,6e5aec48-8625-4a8b-a23b-90a05efa172b,4856039,1017271,108966,Парк Пойма реки Городня,Парк Пойма реки Городня,парк (озелененная городская территория),универсальная спортивная площадка №7,универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Южный административный округ,район Братеево,"Братеевская улица, владение 4, корпус 1",,,(499) 175-33-69,,Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»,1027739424514,,,,112740,понедельник,09:00-23:00,112741,вторник,09:00-23:00,112742,среда,09:00-23:00,112743,четверг,09:00-23:00,112744,пятница,09:00-23:00,112745,суббота,09:00-23:00,112746,воскресенье,09:00-23:00,,нет,,нет,,нет,нет,да,нет,нет,нет,нет,37.73554751157033,55.63166211711974,01.12,31.03,113247,понедельник,09:00-23:00,113248,вторник,09:00-23:00,113249,среда,09:00-23:00,113250,четверг,09:00-23:00,113251,пятница,09:00-23:00,113252,суббота,09:00-23:00,113253,воскресенье,09:00-23:00,,функционирует,600,30,20,,смешанное освещение,специальное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.73554751163,55.631662116897,Feature,c1a56143-e39e-4738-bfdc-41b253109f81
37.735874208237,55.631692781248,Point,1251,4,1,2acfe952-ce06-4d4c-93e7-719a4d5adff9,4856040,1017272,108966,Парк Пойма реки Городня,Парк Пойма реки Городня,парк (озелененная городская территория),универсальная спортивная площадка №2,универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Южный административный округ,район Братеево,"Братеевская улица, владение 4, корпус 1",,,(499) 175-33-69,,,,,,,112747,понедельник,09:00-23:00,112748,вторник,09:00-23:00,112749,среда,09:00-23:00,112750,четверг,09:00-23:00,112751,пятница,09:00-23:00,112752,суббота,09:00-23:00,112753,воскресенье,09:00-23:00,,нет,,нет,,нет,нет,да,нет,нет,нет,нет,37.73587420837609,55.63169278116939,01.12,31.03,113254,понедельник,09:00-23:00,113255,вторник,09:00-23:00,113256,среда,09:00-23:00,113257,четверг,09:00-23:00,113258,пятница,09:00-23:00,113259,суббота,09:00-23:00,113260,воскресенье,09:00-23:00,,функционирует,300,20,15,,смешанное освещение,специальное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.735874208237,55.631692781248,Feature,91048175-32b9-440a-9f01-ac4e52675fe2
37.764359258586,55.630039372102,Point,1251,4,1,ebee9068-fe37-40c9-bf91-d6424f337a79,4856041,1017274,108966,Парк Пойма реки Городня,Парк Пойма реки Городня,парк (озелененная городская территория),универсальная спортивная площадка №1,универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Южный административный округ,район Братеево,"Братеевская улица, владение 4, корпус 1",,,(499) 175-33-69,,Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»,1027739424514,,,,112754,понедельник,09:00-23:00,112755,вторник,09:00-23:00,112756,среда,09:00-23:00,112757,четверг,09:00-23:00,112758,пятница,09:00-23:00,112759,суббота,09:00-23:00,112760,воскресенье,09:00-23:00,,нет,,нет,,нет,нет,да,нет,нет,нет,нет,37.76435925874543,55.6300393719487,01.12,31.03,113261,понедельник,09:00-23:00,113262,вторник,09:00-23:00,113263,среда,09:00-23:00,113264,четверг,09:00-23:00,113265,пятница,09:00-23:00,113266,суббота,09:00-23:00,113267,воскресенье,09:00-23:00,,функционирует,600,30,20,,смешанное освещение,специальное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.764359258586,55.630039372102,Feature,8c12859e-7012-443a-9f3a-926d3ca37787
37.748339924619,55.63145313781,Point,1251,4,1,a5dc64ae-5448-472d-bc54-06d25f60a32f,4856042,1017275,108966,Парк Пойма реки Городня,Парк Пойма реки Городня,парк (озелененная городская территория),универсальная спортивная площадка №3,универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Южный административный округ,район Братеево,"Братеевская улица, владение 4, корпус 1",,,(499) 175-33-69,,Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»,1027739424514,,,,112761,понедельник,09:00-23:00,112762,вторник,09:00-23:00,112763,среда,09:00-23:00,112764,четверг,09:00-23:00,112765,пятница,09:00-23:00,112766,суббота,09:00-23:00,112767,воскресенье,09:00-23:00,,нет,,нет,,нет,нет,да,нет,нет,нет,нет,37.74833992469988,55.631453137983236,01.12,31.03,113268,понедельник,09:00-23:00,113269,вторник,09:00-23:00,113270,среда,09:00-23:00,113271,четверг,09:00-23:00,113272,пятница,09:00-23:00,113273,суббота,09:00-23:00,113274,воскресенье,09:00-23:00,,функционирует,600,30,20,,смешанное освещение,специальное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.748339924619,55.63145313781,Feature,7eba65d5-ec45-4657-8fb9-52ed8640a6fa
37.478802845477,55.651687956541,Point,1251,4,1,bfcefb4d-b24a-4713-82b3-4508b515706a,38612220,1017307,108443,Парк «Никулино»,Парк «Никулино»,парк (озелененная городская территория),универсальная спортивная площадка №3,универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Западный административный округ,район Тропарёво-Никулино,"проспект Вернадского, дом 86Д",info@parkfili.com,www.parkfili.com,(499) 145-45-05,,,,,,,579903,понедельник,07:00-22:00,579904,вторник,07:00-22:00,579905,среда,07:00-22:00,579906,четверг,07:00-22:00,579907,пятница,07:00-22:00,579908,суббота,07:00-22:00,579909,воскресенье,07:00-22:00,,нет,,нет,,нет,нет,да,нет,нет,нет,нет,37.47880284536304,55.65168795657951,01.01,31.12,580346,понедельник,07:00-22:00,580347,вторник,07:00-22:00,580348,среда,07:00-22:00,580349,четверг,07:00-22:00,580350,пятница,07:00-22:00,580351,суббота,07:00-22:00,580352,воскресенье,07:00-22:00,,функционирует,700,35,20,,освещение газоразрядными лампами,специальное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.478802845477,55.651687956541,Feature,
37.478561884979,55.654208282483,Point,1251,4,1,a4235b06-707c-4bc8-9ba1-b0859fefe0db,38612232,1017308,108443,Парк «Никулино»,Парк «Никулино»,парк (озелененная городская территория),универсальная спортивная площадка №4,универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Западный административный округ,район Тропарёво-Никулино,"проспект Вернадского, дом 86Д",info@parkfili.com,www.parkfili.com,(499) 145-45-05,,Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Фили»,1037739444060,,,,579910,понедельник,07:00-22:00,579911,вторник,07:00-22:00,579912,среда,07:00-22:00,579913,четверг,07:00-22:00,579914,пятница,07:00-22:00,579915,суббота,07:00-22:00,579916,воскресенье,07:00-22:00,,нет,,нет,,нет,нет,да,нет,нет,нет,нет,37.478561885405455,55.65420828258936,01.01,31.12,580353,понедельник,07:00-22:00,580354,вторник,07:00-22:00,580355,среда,07:00-22:00,580356,четверг,07:00-22:00,580357,пятница,07:00-22:00,580358,суббота,07:00-22:00,580359,воскресенье,07:00-22:00,,функционирует,375,25,15,,освещение газоразрядными лампами,специальное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.478561884979,55.654208282483,Feature,
37.805320869778,55.762258297572,Point,1251,4,1,718977db-03e3-4420-b969-c1bff668efdf,38612245,1017310,108695,Природно-исторический парк «Измайлово»,ПИП «Измайлово»,парк (озелененная городская территория),универсальная спортивная площадка №3,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Восточный административный округ,район Измайлово,"Измайловский проспект, владение 54",ooptvao@gmail.com,mosecovao.info,(499) 367-89-18,,,,,,,579917,понедельник,08:00-22:00,579918,вторник,08:00-22:00,579919,среда,08:00-22:00,579920,четверг,08:00-22:00,579921,пятница,08:00-22:00,579922,суббота,08:00-22:00,579923,воскресенье,08:00-22:00,,да,,нет,,нет,нет,нет,нет,нет,нет,нет,37.80532086956155,55.76225829748897,01.01,31.12,580360,понедельник,08:00-22:00,580361,вторник,08:00-22:00,580362,среда,08:00-22:00,580363,четверг,08:00-22:00,580364,пятница,08:00-22:00,580365,суббота,08:00-22:00,580366,воскресенье,08:00-22:00,,функционирует,360,20,18,,без дополнительного освещения,"асфальтовое, бетонное покрытие",,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.805320869778,55.762258297572,Feature,
37.806417893301,55.762430987699,Point,1251,4,1,d468f042-11cf-42cf-bb27-462cb04b80f2,38612257,1017311,108695,Природно-исторический парк «Измайлово»,ПИП «Измайлово»,парк (озелененная городская территория),универсальная спортивная площадка №4,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Восточный административный округ,район Измайлово,"Измайловский проспект, владение 54",ooptvao@gmail.com,mosecovao.info,(499) 367-89-18,,,,,,,579924,понедельник,08:00-22:00,579925,вторник,08:00-22:00,579926,среда,08:00-22:00,579927,четверг,08:00-22:00,579928,пятница,08:00-22:00,579929,суббота,08:00-22:00,579930,воскресенье,08:00-22:00,,да,,нет,,нет,нет,нет,нет,нет,нет,нет,37.80641789304896,55.76243098749212,01.01,31.12,580367,понедельник,08:00-22:00,580368,вторник,08:00-22:00,580369,среда,08:00-22:00,580370,четверг,08:00-22:00,580371,пятница,08:00-22:00,580372,суббота,08:00-22:00,580373,воскресенье,08:00-22:00,,функционирует,150,15,10,,без дополнительного освещения,грунтовое покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.806417893301,55.762430987699,Feature,
37.805910955122,55.762835586099,Point,1251,4,1,c7046075-5b5b-4bd9-bffa-5c4137af9316,38612267,1017312,108695,Природно-исторический парк «Измайлово»,ПИП «Измайлово»,парк (озелененная городская территория),универсальная спортивная площадка №5,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Восточный административный округ,район Измайлово,"Измайловский проспект, владение 54",ooptvao@gmail.com,mosecovao.info,(499) 367-89-18,,,,,,,579931,понедельник,08:00-22:00,579932,вторник,08:00-22:00,579933,среда,08:00-22:00,579934,четверг,08:00-22:00,579935,пятница,08:00-22:00,579936,суббота,08:00-22:00,579937,воскресенье,08:00-22:00,,да,,нет,,нет,нет,нет,нет,нет,нет,нет,37.80591095554538,55.7628355861996,01.01,31.12,580374,понедельник,08:00-22:00,580375,вторник,08:00-22:00,580376,среда,08:00-22:00,580377,четверг,08:00-22:00,580378,пятница,08:00-22:00,580379,суббота,08:00-22:00,580380,воскресенье,08:00-22:00,,функционирует,170,17,10,,без дополнительного освещения,грунтовое покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.805910955122,55.762835586099,Feature,
37.806468854727,55.762176408749,Point,1251,4,1,da657dbc-548c-4dcc-be8d-fa204003f252,38612279,1017313,108695,Природно-исторический парк «Измайлово»,ПИП «Измайлово»,парк (озелененная городская территория),универсальная спортивная площадка №6,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Восточный административный округ,район Измайлово,"Измайловский проспект, владение 54",ooptvao@gmail.com,mosecovao.info,(499) 367-89-18,,,,,,,579938,понедельник,08:00-22:00,579939,вторник,08:00-22:00,579940,среда,08:00-22:00,579941,четверг,08:00-22:00,579942,пятница,08:00-22:00,579943,суббота,08:00-22:00,579944,воскресенье,08:00-22:00,,да,,нет,,нет,нет,нет,нет,нет,нет,нет,37.80646885501848,55.762176408601036,01.01,31.12,580381,понедельник,08:00-22:00,580382,вторник,08:00-22:00,580383,среда,08:00-22:00,580384,четверг,08:00-22:00,580385,пятница,08:00-22:00,580386,суббота,08:00-22:00,580387,воскресенье,08:00-22:00,,функционирует,250,25,10,,без дополнительного освещения,"асфальтовое, бетонное покрытие",,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.806468854727,55.762176408749,Feature,
37.806079934515,55.762214423275,Point,1251,4,1,3c479307-c5e1-465c-b8cd-19d578de9b79,38612290,1017314,108695,Природно-исторический парк «Измайлово»,ПИП «Измайлово»,парк (озелененная городская территория),универсальная спортивная площадка №7,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Восточный административный округ,район Измайлово,"Измайловский проспект, владение 54",ooptvao@gmail.com,mosecovao.info,(499) 367-89-18,,,,,,,579945,понедельник,08:00-22:00,579946,вторник,08:00-22:00,579947,среда,08:00-22:00,579948,четверг,08:00-22:00,579949,пятница,08:00-22:00,579950,суббота,08:00-22:00,579951,воскресенье,08:00-22:00,,да,,нет,,нет,нет,нет,нет,нет,нет,нет,37.80607993471307,55.762214423118024,01.01,31.12,580388,понедельник,08:00-22:00,580389,вторник,08:00-22:00,580390,среда,08:00-22:00,580391,четверг,08:00-22:00,580392,пятница,08:00-22:00,580393,суббота,08:00-22:00,580394,воскресенье,08:00-22:00,,функционирует,200,20,10,,без дополнительного освещения,"асфальтовое, бетонное покрытие",,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.806079934515,55.762214423275,Feature,
37.806093345464,55.762509420976,Point,1251,4,1,e46f4ae6-2090-4dfd-b055-5d771da7d3d7,38612301,1017315,108695,Природно-исторический парк «Измайлово»,ПИП «Измайлово»,парк (озелененная городская территория),универсальная спортивная площадка №8,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Восточный административный округ,район Измайлово,"Измайловский проспект, владение 54",ooptvao@gmail.com,mosecovao.info,(499) 367-89-18,,,,,,,579952,понедельник,08:00-22:00,579953,вторник,08:00-22:00,579954,среда,08:00-22:00,579955,четверг,08:00-22:00,579956,пятница,08:00-22:00,579957,суббота,08:00-22:00,579958,воскресенье,08:00-22:00,,да,,нет,,нет,нет,нет,нет,нет,нет,нет,37.80609334575788,55.762509420802395,01.01,31.12,580395,понедельник,08:00-22:00,580396,вторник,08:00-22:00,580397,среда,08:00-22:00,580398,четверг,08:00-22:00,580399,пятница,08:00-22:00,580400,суббота,08:00-22:00,580401,воскресенье,08:00-22:00,,функционирует,640,32,20,,без дополнительного освещения,грунтовое покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.806093345464,55.762509420976,Feature,
37.803617735864,55.762443516433,Point,1251,4,1,711ebba4-d8b2-4f9a-a5f9-c7841863fbbf,38612314,1017316,108695,Природно-исторический парк «Измайлово»,ПИП «Измайлово»,парк (озелененная городская территория),универсальная спортивная площадка №9,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Восточный административный округ,район Измайлово,"Измайловский проспект, владение 54",ooptvao@gmail.com,mosecovao.info,(499) 367-89-18,,,,,,,579959,понедельник,08:00-22:00,579960,вторник,08:00-22:00,579961,среда,08:00-22:00,579962,четверг,08:00-22:00,579963,пятница,08:00-22:00,579964,суббота,08:00-22:00,579965,воскресенье,08:00-22:00,,да,,нет,,нет,нет,нет,нет,нет,нет,нет,37.80361773609454,55.762443516617026,01.01,31.12,580402,понедельник,08:00-22:00,580403,вторник,08:00-22:00,580404,среда,08:00-22:00,580405,четверг,08:00-22:00,580406,пятница,08:00-22:00,580407,суббота,08:00-22:00,580408,воскресенье,08:00-22:00,,функционирует,1000,50,20,,без дополнительного освещения,грунтовое покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.803617735864,55.762443516433,Feature,
37.819385579281,55.760028688109,Point,1251,4,1,6fe5d666-e056-4ba6-b1e2-e4e259d6f441,38612325,1017317,108695,Природно-исторический парк «Измайлово»,ПИП «Измайлово»,парк (озелененная городская территория),универсальная спортивная площадка №1,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Восточный административный округ,район Измайлово,"Измайловский проспект, владение 54",ooptvao@gmail.com,mosecovao.info,(499) 367-89-18,,,,,,,579966,понедельник,08:00-22:00,579967,вторник,08:00-22:00,579968,среда,08:00-22:00,579969,четверг,08:00-22:00,579970,пятница,08:00-22:00,579971,суббота,08:00-22:00,579972,воскресенье,08:00-22:00,,да,,нет,,нет,нет,нет,нет,нет,нет,нет,37.81938557928946,55.76002868823769,01.01,31.12,580409,понедельник,08:00-22:00,580410,вторник,08:00-22:00,580411,среда,08:00-22:00,580412,четверг,08:00-22:00,580413,пятница,08:00-22:00,580414,суббота,08:00-22:00,580415,воскресенье,08:00-22:00,,функционирует,800,40,20,,без дополнительного освещения,грунтовое покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.819385579281,55.760028688109,Feature,
37.546579206528,55.709730365228,Point,1251,4,1,266011ac-21e1-4f2e-913b-f906a53ae0a6,64864396,1019313,107193,Природный заказник «Воробьевы горы»,Природный заказник «Воробьевы горы»,парк (озелененная городская территория),площадка спортивная универсальная для людей пожилого возраста,универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Западный административный округ,район Раменки,"улица Косыгина, дом 28, строение 2",info@park-gorkogo.com,,(965) 352-44-44,,Государственное автономное учреждение культуры города Москвы «Центральный парк культуры и отдыха имени М. Горького»,1027739258249,,,,621161,понедельник,08:00-23:00,621162,вторник,08:00-23:00,621163,среда,08:00-23:00,621164,четверг,08:00-23:00,621165,пятница,08:00-23:00,621166,суббота,08:00-23:00,621167,воскресенье,08:00-23:00,,да,,нет,,да,да,да,нет,нет,да,да,37.54657920620692,55.70973036509967,01.01,31.12,621471,понедельник,08:00-23:00,621472,вторник,08:00-23:00,621473,среда,08:00-23:00,621474,четверг,08:00-23:00,621475,пятница,08:00-23:00,621476,суббота,08:00-23:00,621477,воскресенье,08:00-23:00,,функционирует,600,30,20,,смешанное освещение,отсыпное покрытие,,,нет,частично приспособлен,,Площадки спортивные универсальные в парках,Point,37.546579206528,55.709730365228,Feature,
37.701276487995,55.625737243491,Point,1251,4,1,62ac303d-6e92-4957-ac7a-b71766abf3fd,4713045,1017104,108467,Парк Борисовские пруды,Парк по Борисовским прудам,парк (озелененная городская территория),универсальная спортивная площадка №8,универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Южный административный округ,район Орехово-Борисово Северное,"улица Маршала Захарова, дом 6, корпус 1",info@park-kuzminki.ru,,(499) 175-33-69,,Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»,1027739424514,,,,111662,понедельник,08:00-22:00,111663,вторник,08:00-22:00,111664,среда,08:00-22:00,111665,четверг,08:00-22:00,111666,пятница,08:00-22:00,111667,суббота,08:00-22:00,111668,воскресенье,08:00-22:00,,да,,нет,,да,да,да,нет,нет,нет,нет,37.70127648771679,55.62573724337749,01.12,31.03,112169,понедельник,08:00-22:00,112170,вторник,08:00-22:00,112171,среда,08:00-22:00,112172,четверг,08:00-22:00,112173,пятница,08:00-22:00,112174,суббота,08:00-22:00,112175,воскресенье,08:00-22:00,,функционирует,600,30,20,,смешанное освещение,специальное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.701276487995,55.625737243491,Feature,
37.489698539406,55.632642727315,Point,1251,4,1,376caf01-8a0f-490d-97dc-0d33fbbf2ce0,4704767,1010854,107779,Зона отдыха «Тропарево»,Зона отдыха «Тропарево»,парк (озелененная городская территория),универсальная спортивная площадка №2,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Юго-Западный административный округ,район Тёплый Стан,"улица Академика Виноградова, дом 12",gpbuuc@mail.ru,www.gpbuuc.ru,(499) 643-22-97,,,,,,,111426,понедельник,08:00-22:00,111428,вторник,08:00-22:00,111429,среда,08:00-22:00,111431,четверг,08:00-22:00,111434,пятница,08:00-22:00,111436,суббота,08:00-22:00,111437,воскресенье,08:00-22:00,,да,,нет,,нет,да,да,да,нет,нет,да,37.489698539219674,55.63264272728748,01.01,31.12,111933,понедельник,08:00-20:00,111935,вторник,08:00-20:00,111937,среда,08:00-20:00,111939,четверг,08:00-20:00,111940,пятница,08:00-20:00,111942,суббота,08:00-20:00,111944,воскресенье,08:00-20:00,,функционирует,486,25,19.44,,освещение лампами накаливания,отсыпное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.489698539406,55.632642727315,Feature,
37.488706748128,55.634506797745,Point,1251,4,1,fa03c9a9-d76e-4830-9a4e-f12cf83c0959,4704769,1010855,107779,Зона отдыха «Тропарево»,Зона отдыха «Тропарево»,парк (озелененная городская территория),универсальная спортивная площадка №3,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Юго-Западный административный округ,район Тёплый Стан,"улица Академика Виноградова, дом 12",gpbuuc@mail.ru,www.gpbuuc.ru,(499) 643-22-97,,,,,,,111439,понедельник,08:00-22:00,111441,вторник,08:00-22:00,111443,среда,08:00-22:00,111445,четверг,08:00-22:00,111447,пятница,08:00-22:00,111449,суббота,08:00-22:00,111451,воскресенье,08:00-22:00,,да,,нет,,нет,да,да,да,нет,нет,да,37.48870674807601,55.6345067975875,01.01,31.12,111946,понедельник,08:00-20:00,111948,вторник,08:00-20:00,111950,среда,08:00-20:00,111952,четверг,08:00-20:00,111954,пятница,08:00-20:00,111956,суббота,08:00-20:00,111958,воскресенье,08:00-20:00,,функционирует,1440,48,30,,освещение лампами накаливания,отсыпное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.488706748128,55.634506797745,Feature,
37.489242178174,55.6333813515,Point,1251,4,1,6f5199c6-d99c-4994-a4d2-9bd6981e34ce,4704771,1010856,107779,Зона отдыха «Тропарево»,Зона отдыха «Тропарево»,парк (озелененная городская территория),универсальная спортивная площадка №1,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Юго-Западный административный округ,район Тёплый Стан,"улица Академика Виноградова, дом 12",gpbuuc@mail.ru,www.gpbuuc.ru,(499) 643-22-97,,,,,,,111453,понедельник,08:00-22:00,111455,вторник,08:00-22:00,111457,среда,08:00-22:00,111459,четверг,08:00-22:00,111461,пятница,08:00-22:00,111463,суббота,08:00-22:00,111465,воскресенье,08:00-22:00,,да,,нет,,нет,да,да,да,нет,нет,да,37.48924217829181,55.633381351584546,01.01,31.12,111960,понедельник,08:00-20:00,111962,вторник,08:00-20:00,111964,среда,08:00-20:00,111966,четверг,08:00-20:00,111968,пятница,08:00-20:00,111970,суббота,08:00-20:00,111972,воскресенье,08:00-20:00,,функционирует,371.1,24,15.46,,освещение лампами накаливания,"асфальтовое, бетонное покрытие",,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.489242178174,55.6333813515,Feature,
